id,datetime,promise_source,status_source,promised_date_source,summary,collected_via,criteria_id
40,2026-09-09T09:38:53Z,https://corporate.exxonmobil.com/news/news-releases/2019/0613_exxonmobil-and-sabic-to-proceed-with-gulf-coast-growth-ventures-project,https://www.bicmagazine.com/projects-expansions/downstream/gcgv-celebrates-successful-startup-at-massive-community-event/,https://www.gcgv.com/our-story/faq,"ExxonMobil and SABIC announced their final decision on June 13, 2019 to proceed with Gulf Coast Growth Ventures, a ~$10B 50/50 petrochemical complex (1.8M t/yr ethane steam cracker plus two polyethylene units and a monoethylene glycol unit) near Gregory, San Patricio County, Texas (~600 permanent jobs; clears the floor on capital). Most recent status: the complex reached mechanical completion July 2021 and began operations on Jan 20, 2022, and remains operational; the freshest dedicated reporting dates to the 2022 startup, with no major status change since.",prompt1,1B-or-2000-jobs
41,2026-09-09T09:40:33Z,https://www.manufacturingdive.com/news/anduril-industries-columbus-ohio-1-billion-arsenal-1-hyperscale-facility/737780/,https://www.jobsohio.com/newsroom/news-press/first-ohio-built-fury-rolls-off-andurils-arsenal-1-production-line,,"Anduril Industries announced Arsenal-1, a ~$1B (≈$910.5M capital) autonomous-systems/defense manufacturing megafactory (5M sq ft, 4,008 direct jobs by 2035) in Pickaway County, Ohio near Rickenbacker Airport, on Jan 16, 2025. Most recent status (JobsOhio, Jul 27, 2026): the first Ohio-built Fury aircraft rolled off the Arsenal-1 production line, with production having begun in March 2026 — the plant is now in production.",prompt1,1B-or-2000-jobs
42,2026-09-09T09:41:56Z,https://www.vedp.org/press-release/2022-06/lego-group-chesterfield-county,https://www.lego.com/en-us/aboutus/news/2025/october/lego-manufacturing-virginia-reaches-major-construction-milestone-at-new-u-s-factory-ahead-of-2027-opening,,"The LEGO Group announced a >$1B precision plastic-brick manufacturing plant (1.7M sq ft, 1,760+ direct jobs) at Meadowville Technology Park in Chesterfield County, Virginia on June 15, 2022. Most recent status (LEGO, Oct 1, 2025): structural steel topped out and the site is under construction, with full production now slated for 2027 (delayed from the originally announced second half of 2025); ~500 employees on site ramping toward 900 by end of 2026.",prompt1,1B-or-2000-jobs
43,2026-09-09T09:43:35Z,https://edpnc.com/news/june-2024-novo-nordisk-announcement/,https://www.pharmaceutical-technology.com/projects/novo-nordisk-aseptic-and-finished-product-manufacturing-facility-clayton-usa/,,"Novo Nordisk announced a $4.1B expansion adding a second fill/finish aseptic pharmaceutical manufacturing facility (1.4M sq ft, ~1,000 new direct jobs) at its Clayton campus in Johnston County, North Carolina on June 24, 2024. Most recent credible status found (project tracker, published July 2024 — no fresher dated update located): preliminary clearing and foundational work under way, with construction to be completed progressively between 2027 and 2029; not yet producing.",prompt1,1B-or-2000-jobs
44,2026-09-09T09:46:40Z,https://www.cargroup.org/the-blueoval-investment-announcement/,https://www.wkyufm.org/news/2026-02-09/a-kentucky-town-bet-big-on-fords-ev-strategy-then-the-battery-plant-closed,,"Ford and SK Innovation (SK On) announced BlueOval SK Battery Park, a ~$5.8B twin lithium-ion EV battery cell manufacturing complex (~5,000 direct jobs) in Glendale, Hardin County, Kentucky on Sep 27, 2021 (a separate site from the already-collected BlueOval City in Tennessee). Most recent status (WKU Public Radio, Feb 9, 2026): EV battery production began in Aug 2025 but the plant closed in Dec 2025 with ~1,600 layoffs; the Ford–SK On joint venture was dissolved, Ford took sole ownership, and the site is being repurposed under 'Ford Energy' to make grid/data-center battery energy storage, with production slated to restart in late 2027.",prompt1,1B-or-2000-jobs
45,2026-09-09T09:47:51Z,https://www.areadevelopment.com/newsItems/12-1-2023/amkor-technology-peoria-arizona.shtml,https://www.constructiondive.com/news/amkor-breaks-ground-peoria-semiconductor/802468/,,"Amkor Technology announced in November 2023 a ~$2B outsourced advanced semiconductor packaging and test facility (~2,000 direct jobs, 55 acres) in Peoria, Arizona, to package/test chips for Apple from the nearby TSMC fab. Most recent status (Construction Dive, Oct 10, 2025): Amkor broke ground on Oct 6, 2025 and expanded the project to a ~$7B two-phase campus; the first facility is under construction with completion expected mid-2027 and production beginning in early 2028 — not yet producing.",prompt1,1B-or-2000-jobs
46,2026-09-09T09:51:01Z,https://www.stellantis.com/en/news/press-releases/2022/may/stellantis-and-samsung-announce-battery-plant-in-kokomo,https://www.inkfreenews.com/2026/02/13/stellantis-considering-withdrawal-from-samsung-ev-battery-initiative/,,"Stellantis and Samsung SDI (JV StarPlus Energy) announced a ~$2.5B lithium-ion EV battery cell/module gigafactory (first US plant, ~1,400 direct jobs, 23-33 GWh) in Kokomo, Indiana in May 2022. Most recent status (InkFreeNews, Feb 2026): the first plant began production in 2024 and has shifted part of its output to energy-storage cells, while Stellantis is weighing a possible withdrawal and sale of its StarPlus stake amid EV pullback.",prompt1,1B-or-2000-jobs
47,2026-09-09T09:51:40Z,https://governor.nc.gov/news/press-releases/2022/03/29/governor-cooper-announces-vinfast-automotive-selects-north-carolina-electric-vehicle-assembly-plant,https://ncnewsline.com/2026/05/21/north-carolina-slams-brakes-on-ev-megafactory-deal-after-years-of-delay/,,"VinFast announced on Mar 29, 2022 a greenfield EV assembly plant at the Triangle Innovation Point megasite in Chatham County (Moncure), North Carolina, pledging up to $4B (~$2B phase 1) and 7,500 jobs. Most recent status (NC Newsline, May 21, 2026): the Moncure site has been largely abandoned since end-2024, permits lapsed, and NC filed suit to claw back the land and ~$80M after the state declared VinFast in default.",prompt1,1B-or-2000-jobs
48,2026-09-09T09:52:32Z,https://www.wolfspeed.com/company/news-events/news/cree-announces-update-to-capacity-expansion-plan/,https://www.manufacturingdive.com/news/wolfspeed-receives-700m-tax-refund-chips-act/807037/,,"Cree (now Wolfspeed) announced on Sep 23, 2019 an ~$1B 200mm silicon-carbide device fabrication facility (the Mohawk Valley Fab) at the Marcy Nanocenter in Marcy, Oneida County, New York. Most recent status (Manufacturing Dive, Dec 4, 2025): the fab is actively producing 200mm SiC wafers (~half of Wolfspeed's quarterly revenue) and ramping utilization after Wolfspeed exited Chapter 11 in Sep 2025 and received ~$699M in CHIPS Act tax refunds.",prompt1,1B-or-2000-jobs
49,2026-09-09T09:54:30Z,https://www.opportunitylouisiana.gov/news/another-louisiana-win-cf-industries-jera-and-mitsui-announce-4-billion-final-investment-decision-to-construct-worlds-largest-ammonia-facility-in-ascension-parish,https://www.businessreport.com/ascension/blue-point-one-ushers-in-next-chapter-of-ascension-parishs-industrial-boom,,"CF Industries, JERA and Mitsui announced on Apr 8, 2025 a final investment decision on the ~$4B Blue Point Complex, a greenfield low-carbon (carbon-capture) ammonia manufacturing plant billed as the world's largest, at the RiverPlex MegaPark in Ascension Parish, Louisiana (~103 direct jobs; clears the floor on capital). Most recent status (Baton Rouge Business Report, Aug 25, 2026): groundbreaking was held in late August 2026 and major construction has begun on a ~4-year buildout, with commercial operations targeted for 2029 (not yet producing).",prompt1,1B-or-2000-jobs
50,2026-09-09T09:56:19Z,https://www.prnewswire.com/news-releases/lilly-announces-1-billion-investment-in-new-manufacturing-facility-in-north-carolina-301470773.html,https://www.pharmaceutical-technology.com/projects/eli-lilly-parenteral-products-facility-concord/,,"Eli Lilly announced on Jan 28, 2022 a greenfield >$1B parenteral (injectable) products and devices manufacturing plant with ~600 direct jobs in Concord, Cabarrus County, North Carolina (a distinct facility from Lilly's LEAP Lebanon, IN site; later scaled up to a ~$2B investment). Most recent status (Pharmaceutical Technology project page): the ~1.3M sq ft facility opened and became operational in June 2024 and is producing injectable products (used for GLP-1 drugs).",prompt1,1B-or-2000-jobs
51,2026-09-09T09:59:14Z,https://www.commerce.nc.gov/news/press-releases/2022/09/09/governor-cooper-announces-wolfspeed-selects-north-carolina-445-acre-manufacturing-campus,https://s29.q4cdn.com/278875087/files/doc_earnings/2026/q1/earnings-result/Wolfspeed_Q1_2026_Earnings_Release.pdf,,"Wolfspeed announced on Sep 9, 2022 the John Palmour Manufacturing Center, a ~$5B silicon carbide materials facility (200mm wafers, ~1,800 direct jobs) on the Chatham-Siler City Advanced Manufacturing site in Siler City, Chatham County, NC. Most recent status (Wolfspeed Q1 FY2026 earnings, Oct 29, 2025): after a June 30, 2025 Chapter 11 filing and ~91-day exit, the Siler City plant reached production readiness in late FY2025 but is running underutilized.",prompt1,1B-or-2000-jobs
52,2026-09-09T09:59:52Z,https://governor.sc.gov/news/2022-12/redwood-materials-establishing-operations-berkeley-county-largest-economic-development,https://www.redwoodmaterials.com/news/redwood-begins-critical-materials-recovery-in-south-carolina/,,"Redwood Materials announced on Dec 14, 2022 a ~$3.5B battery-materials campus (anode/cathode plus recycling, 1,500 direct jobs) at Camp Hall Commerce Park in Ridgeville, Berkeley County, SC. Most recent status (Redwood release, Nov 6, 2025): the Carolina Campus has begun critical-materials recovery, bringing its first South Carolina operations online.",prompt1,1B-or-2000-jobs
53,2026-09-09T10:00:26Z,https://investors.novelis.com/news-events/press-releases/detail/56/novelistobuild-2-5-billion-low-carbon-aluminum-recycling-and-rolling-plant,https://www.constructiondive.com/news/fluor-alabama-plant-construction-novelis/829026/,https://www.madeinalabama.com/2022/05/novelis-plans-2-5-billion-alabama-aluminum-plant-with-1000-jobs/,"Novelis announced on May 11, 2022 a ~$2.5B low-carbon aluminum recycling and rolling mill (600 kilotonnes/yr, ~1,000 direct jobs) at the South Alabama Mega Site in Bay Minette, Baldwin County, AL — the first fully integrated aluminum mill built in the U.S. in 40 years. Most recent status (Construction Dive, Aug 28, 2026): cost has grown to ~$5B, construction is wrapping, cold-mill commissioning began March 2026 with full commissioning expected before year-end 2026 (not yet producing).",prompt1,1B-or-2000-jobs
54,2026-09-09T10:00:56Z,https://virginiamercury.com/2025/07/22/astrazeneca-to-build-its-largest-ever-manufacturing-facility-in-virginia-creating-hundreds-of-jobs/,https://www.fiercepharma.com/manufacturing/astrazeneca-begins-construction-45b-api-plant-virginia,https://www.astrazeneca.com/media-centre/press-releases/2025/astrazeneca-plans-to-increase-investment-and-scope-of-its-virginia-manufacturing-facility-to-dollar45-billion-creating-3600-new-jobs.html,"AstraZeneca announced in July 2025 a ~$3.5B drug-substance/API manufacturing facility at the Rivanna Futures site in Albemarle County, VA (near Charlottesville) as part of its $50B US plan; the investment was raised to ~$4.5B on Oct 9, 2025. Most recent status (Fierce Pharma, Oct 2025): AstraZeneca broke ground and began construction in October 2025, with the plant expected operational in about 4-5 years.",prompt1,1B-or-2000-jobs
55,2026-09-09T10:02:12Z,https://www.opportunitylouisiana.gov/news/methanex-announces-investment-in-third-louisiana-methanol-plant,https://www.methanex.com/news/release/methanex-announces-the-successful-restart-of-geismar-3-2/,,"Methanex reached a final investment decision on July 19, 2019 to build Geismar 3, a ~$1.3B, 1.8 million-tonne/yr methanol plant adjacent to its Geismar 1 and 2 units in Ascension Parish (Geismar), Louisiana. Most recent status (Methanex release, May 1, 2025): after construction was paused in 2020 and restarted in Oct 2021, G3 reached production in mid-2024 and, following an unplanned outage in Feb 2025, successfully restarted in May 2025 and is operating/producing methanol.",prompt1,1B-or-2000-jobs
56,2026-09-09T10:04:08Z,"https://mediaroom.maxeon.com/2023-08-10-Maxeon-Solar-Technologies-Selects-Albuquerque,-New-Mexico-as-Site-for-New-3-Gigawatt-Solar-Cell-and-Panel-Manufacturing-Facility",https://pv-magazine-usa.com/2026/04/06/maxeon-filing-reveals-the-company-has-applied-for-restructuring-in-singapore-court/,https://www.governor.state.nm.us/2023/08/10/gov-michelle-lujan-grisham-announces-a-billion-dollar-solar-manufacturing-project-in-new-mexico/,"Maxeon Solar Technologies announced on Aug 10, 2023 a ~$1B (later cited ~$1.9B) 3 GW solar cell and panel manufacturing facility at Mesa del Sol in Albuquerque, New Mexico (~1,800 direct jobs), with production slated for 2025. Most-recent status (pv magazine USA, Apr 6, 2026): Maxeon abandoned the Albuquerque lease in Feb 2026 and applied for judicial management in Singapore; the facility was never built.",prompt1,1B-or-2000-jobs
57,2026-09-09T10:07:03Z,https://www.michigan.gov/whitmer/news/press-releases/2022/10/05/whitmer-announces-new-battery-component-manufacturing-facility-in-big-rapids,https://www.michiganpublic.org/politics-government/2026-02-13/chinese-company-says-it-wont-pay-back-state-grant-after-plans-for-battery-plant-fail,,"Gotion Inc. announced on Oct 5, 2022 a ~$2.36B lithium-ion battery component (cathode/anode) manufacturing facility in Green Charter Township near Big Rapids, Michigan (up to 2,350 direct jobs). Most-recent status (Michigan Public, Feb 13, 2026): the project is effectively abandoned after local opposition blocked permits; Michigan declared Gotion in default in late 2025 and is clawing back ~$175M in incentives, with grant-repayment and township litigation ongoing. The plant was never built.",prompt1,1B-or-2000-jobs
58,2026-09-09T10:08:32Z,https://www.merck.com/news/merck-breaks-ground-on-new-1-billion-biologics-center-of-excellence-in-wilmington-delaware/,https://www.pharmaceutical-technology.com/projects/merck-wilmington-biotech-facility-delaware-usa/,,"Merck announced and broke ground on Apr 29, 2025 on a ~$1B, 470,000-sq-ft biologics 'Center of Excellence' at Chestnut Run Innovation & Science Park (CRISP) in Wilmington, Delaware (500+ direct jobs), intended to make next-generation biologics/antibody-drug conjugates and to become the future U.S. home for KEYTRUDA. Most-recent status: the facility is under construction following the April 2025 groundbreaking, with the lab component targeted to be operational by 2028 and commercial output by 2030; no milestone more recent than the construction start has been reported.",prompt1,1B-or-2000-jobs
59,2026-09-09T10:09:21Z,https://www.cnbc.com/2020/07/22/tesla-will-build-its-next-gigafactory-near-austin-texas.html,https://techcrunch.com/2026/04/03/teslas-texas-factory-workforce-reportedly-shrunk-22-in-2025/,https://gov.texas.gov/news/post/governor-abbott-welcomes-tesla-to-texas,"Tesla announced on Jul 22, 2020 (Q2 earnings call / Travis County incentive vote) Gigafactory Texas, an EV assembly plant in the Del Valle area of Travis County near Austin, Texas, with over $1.1B in initial capital investment and at least 5,000 direct jobs. Most-recent status (TechCrunch, Apr 3, 2026): the factory opened in 2022, has had >$6.3B invested, and remains operational producing Model Y and Cybertruck; year-end 2025 employment was 16,506, down ~22% from 21,191 at end-2024 amid a sales slump.",prompt1,1B-or-2000-jobs
60,2026-09-09T10:12:10Z,https://www.businesswire.com/news/home/20220720005657/en/SkyWater-Plans-to-Build-Advanced-%241.8B-Semiconductor-Manufacturing-Facility-in-Partnership-with-the-State-of-Indiana-and-Purdue-University,https://www.ibj.com/articles/chip-maker-skywater-cancels-plans-for-indiana-plant-at-least-for-now,https://www.purdue.edu/newsroom/2022/Q3/skywater-technology-chooses-discovery-park-district-at-purdue-for-1-8b-semiconductor-fabrication-facility-to-create-750-jobs-in-5-years,"SkyWater Technology announced on Jul 20, 2022 a ~$1.8B, 600,000-sq-ft greenfield semiconductor R&D and fabrication facility in the Discovery Park District at Purdue University in West Lafayette, Indiana (~750 direct jobs) — clears the floor on capital. Most-recent status (Indianapolis Business Journal, Apr 5, 2024): SkyWater released its option on the land and will not build the facility, citing uncertainty over CHIPS Act funding it ultimately did not receive; the project remains cancelled with no revival reported since.",prompt1,1B-or-2000-jobs
61,2026-09-09T10:15:28Z,https://www.commerce.gov/news/press-releases/2022/06/globalwafers-selects-sherman-texas-new-semiconductor-silicon-wafer-site,https://www.kxii.com/2025/05/15/globalwafers-opens-first-us-advanced-silicon-wafer-facility-sherman/,https://www.upi.com/Top_News/US/2022/06/27/texas-taiwan-based-GlobalWafers-to-build-plant-Sherman-silicon-wafers-Intel-chip-shortage/6561656355528/,"GlobalWafers (via subsidiary GlobiTech) announced on Jun 27, 2022 a ~$5B greenfield 300mm silicon wafer manufacturing plant (~3.2M sq ft, ~1,500 jobs initially cited) in Sherman, Texas. Most recent status: the facility held its grand opening on May 15, 2025 and is ramping 300mm wafer production at low volume, with a further ~$4B expansion in planning as of early 2026.",prompt1,1B-or-2000-jobs
62,2026-09-09T10:17:53Z,https://www.opportunitylouisiana.gov/news/air-products-announces-4-5-billion-blue-hydrogen-clean-energy-complex,https://www.sec.gov/Archives/edgar/data/0000002969/000119312526289427/d97956dex991.htm,https://www.airproducts.com/company/news-center/2021/10/1014-air-products-blue-hydrogen-clean-energy-complex-in-louisiana,"Air Products announced on Oct 14, 2021 a ~$4.5B blue hydrogen/blue ammonia Louisiana Clean Energy Complex (with carbon capture) in Ascension Parish, Louisiana. Most recent status: Air Products disclosed in a June 30, 2026 SEC filing that it will NOT proceed with the project (cancelled), taking a pre-tax write-down not exceeding ~$2.9B; costs had ballooned toward ~$9B and the in-service date had slipped from 2026 to 2028-2029 before cancellation.",prompt1,1B-or-2000-jobs
63,2026-09-09T10:20:28Z,https://governor.alabama.gov/newsroom/2025/02/governor-ivey-announces-that-arcelormittal-plans-1-2-billion-alabama-mill-to-produce-electrical-steel/,https://www.sec.gov/Archives/edgar/data/1243429/000124342926000020/mt-20251231.htm,https://corporate.arcelormittal.com/media/news-articles/arcelormittal-to-move-forward-with-construction-of-a-new-world-class-electrical-steel-manufacturing-facility,"ArcelorMittal announced on Feb 6, 2025 a ~$1.2B (gross; ~$0.9B net of government support) new non-grain-oriented electrical steel (NOES) manufacturing facility (up to 150Kt/yr, for EV motors) at its Calvert site in Mobile County, Alabama. Most recent status: per ArcelorMittal's FY2025 annual report (year ended Dec 31, 2025), the plant is under construction with major process-equipment manufacturing commenced and production targeted for 2H 2027; the supporting 1.5Mt Calvert EAF is ramping toward full capacity in mid-2026.",prompt1,1B-or-2000-jobs
64,2026-09-09T10:22:00Z,https://ir.steeldynamics.com/steel-dynamics-announces-planned-state-of-the-art-aluminum-flat-rolled-mill-site-selection/,https://ir.steeldynamics.com/steel-dynamics-reports-second-quarter-2026-results/,https://www.areadevelopment.com/newsitems/11-7-2022/steel-dynamics-columbus-mississippi.shtml,"Steel Dynamics announced on Nov 2, 2022 a greenfield recycled-aluminum flat-rolled mill (650,000 metric tons/yr, ~700 direct jobs; investment cited ~$1.9B-$2.5B) at the KCS Infinity megasite in Columbus, Lowndes County, Mississippi. This is an aluminum (non-steel metals) manufacturing facility -> 'other' sector. Most recent status: per Steel Dynamics' Q2 2026 results (quarter ended Jun 30, 2026), the mill is ramping -- 53,000 metric tons of flat-rolled shipments in Q2 2026, two of three cold mills operational with the third commissioning in July 2026 to reach full 650kt capacity, automotive qualifications achieved and automotive sales expected before end of 2026.",prompt1,1B-or-2000-jobs
65,2026-09-09T10:24:31Z,https://www.michiganbusiness.org/press-releases/2023/02/marshall-ford-investment/,https://www.electrive.com/2026/06/18/ford-to-produce-first-lfp-cells-this-year-thanks-to-catl/,https://www.detroitnews.com/story/business/autos/ford/2023/02/13/ford-details-3-5-billion-ev-battery-plant-to-be-built-in-marshall/69898581007/,"Ford announced on Feb 13, 2023 BlueOval Battery Park Michigan, a ~$3.5B greenfield lithium iron phosphate (LFP) EV battery cell-and-pack plant (~35 GWh, ~2,500 jobs at announcement) on a 950-acre site in Marshall, Calhoun County, Michigan. Most recent status (as of June 2026 reporting): the plant is in pilot production with its first regular LFP battery cells expected later in 2026; Ford scaled the project back in Nov 2024 (to ~$3B, ~1,700 jobs, reduced tax credits, and shifted some output toward residential energy storage).",prompt1,1B-or-2000-jobs
66,2026-09-09T10:26:37Z,https://governor.alabama.gov/newsroom/2022/11/governor-ivey-announces-first-solar-to-open-1-1-billion-alabama-facility-creating-over-700-clean-energy-manufacturing-jobs-in-lawrence-county/,https://www.madeinalabama.com/2024/09/first-solar-inaugurates-1-1-billion-alabama-manufacturing-facility/,,"First Solar announced a ~$1.1B photovoltaic solar module manufacturing facility (3.5 GW/yr, 700+ direct jobs) at the Mallard Fox West Industrial Complex in Trinity, Lawrence County, Alabama on Nov 16, 2022. Most recent status: the plant was inaugurated in September 2024 and is now operational and producing panels (its fourth U.S. factory; distinct from First Solar's separately-announced Iberia Parish, Louisiana plant).",prompt1,1B-or-2000-jobs
67,2026-09-09T10:28:33Z,https://news.bms.com/news/corporate-financial/2026/Bristol-Myers-Squibb-Advances-U-S--Manufacturing-Investment-with-New-2-3-Billion-Campus-in-Houston-Texas/default.aspx,https://www.manufacturingdive.com/news/bristol-myers-squibb-invest-2b-manufacturing-campus-houston/828245/,,"Bristol Myers Squibb announced on Aug 10, 2026 a new ~$2.3B multi-modal pharmaceutical manufacturing campus (~600,000 sq ft; small molecules, biologics and antibody-drug conjugates; ~500 permanent direct jobs) at Generation Park in Houston, Texas. Most recent status (as of Aug 2026): just announced/early planning stage, with construction anticipated 2027-2030 and completion targeted for 2030 — not yet under construction.",prompt1,1B-or-2000-jobs
68,2026-09-09T10:30:52Z,https://newkentuckyhome.ky.gov/Newsroom/NewsPage/20220413_EnvisionAESC,https://bgdailynews.com/2025/06/09/news_aesc061025/,,"Envision AESC announced on Apr 13, 2022 a ~$2B lithium-ion EV battery gigafactory (30 GWh, ~2,000 full-time direct jobs) at the Kentucky Transpark in Bowling Green, Warren County, Kentucky, breaking ground Aug 2022. Most recent status (June 2025): construction of the Bowling Green plant is continuing and the company reaffirmed the $2B/2,000-job commitment, even as its separate South Carolina facility had construction paused; Bowling Green targeted to be operational in 2027 (not yet producing).",prompt1,1B-or-2000-jobs
69,2026-09-09T10:32:29Z,https://www.abc10.com/article/news/local/bosch-investment-in-roseville-facility/103-16dd2627-147c-401e-ab1a-58b8eb0d79b5,https://us.bosch-press.com/pressportal/us/en/press-release-31424.html,,"Bosch announced in 2023 an investment (originally ~$1.5B, later scaled to ~$1.9-2B) to transform its Roseville, California site (assets acquired from TSI Semiconductors) into a 200mm silicon-carbide (SiC) semiconductor fabrication facility for EV power chips (~700 direct manufacturing/engineering jobs; clears the floor on capital). Most recent status (July 2026): Bosch finalized an up-to-$225M CHIPS Act direct-funding agreement, has begun sample production, and targets its first commercial 200mm SiC production chips in 2026 (~300 associates on site so far; not yet at commercial volume).",prompt1,1B-or-2000-jobs
70,2026-09-09T10:33:38Z,https://www.hyundainews.com/releases/3711,https://www.ajc.com/business/2026/07/sk-and-hyundai-open-new-5b-ev-battery-plant-northwest-of-atlanta/,,"Hyundai Motor Group and SK On announced a 50/50 joint-venture (Hyundai-SK Battery Manufacturing America) ~$5B lithium-ion EV battery cell plant (35 GWh, 3.3M sq ft, ~3,500-3,750 direct jobs) in Bartow County (Cartersville), Georgia, first announced by Gov. Kemp in Dec 2022 and formalized in 2023 (a distinct site from Hyundai's Metaplant America assembly plant in Bryan County). Most recent status (July 2026): the plant has opened and begun initial battery-cell production, described as the early stages of production with plans to gradually scale up.",prompt1,1B-or-2000-jobs
71,2026-09-09T10:36:53Z,https://www.esd.ny.gov/esd-media-center/press-releases/governor-hochul-celebrates-globalfoundries-11-6-billion-investment-expand-semiconductor-manufacturing-plant-saratoga-county,https://www.manufacturingdive.com/news/globalfoundries-commits-16-billion-expanding-new-york-vermont-facilities/749766/,,"GlobalFoundries announced on Feb 19, 2024 a >$11.6B major expansion of its Fab 8 semiconductor site in Malta, Saratoga County, New York (new 358,000-sq-ft 300mm fab plus advanced packaging, ~1,500 direct jobs). Most recent status (Manufacturing Dive, Jun 4, 2025): GF raised its total U.S. commitment to $16B and reports an advanced packaging/testing center under construction on the Malta campus.",prompt1,1B-or-2000-jobs
72,2026-09-09T10:39:00Z,https://www.amgen.com/newsroom/press-releases/2024/12/amgen-announces-$1-billion-manufacturing-expansion-in-north-carolina,https://www.carolinajournal.com/amgen-breaks-ground-on-holly-springs-expansion/,,"Amgen announced on Dec 5, 2024 a ~$1B second drug-substance (biologics) manufacturing facility at its Holly Springs, North Carolina campus (~370 direct jobs; clears the floor on capital). Most recent status found (Carolina Journal, Jan 2025): Amgen broke ground and began construction on this second plant on Jan 24, 2025, while opening its first Holly Springs facility.",prompt1,1B-or-2000-jobs
73,2026-09-09T10:40:30Z,https://pressroom.gm.com/gmbx/us/en/pressroom/home/news.detail.html/Pages/news/us/en/2022/jan/0125-michigan-investment.html,https://oaklandcounty115.com/2025/06/11/gms-orion-plant-once-slated-for-ev-production-now-to-produce-gas-powered-suvs-and-pickups/,,"General Motors announced on Jan 25, 2022 a ~$4B conversion of its Orion Assembly plant in Lake Orion (Orion Township), Michigan to electric full-size pickup truck production (part of a $7B Michigan package; ~4,000 new plus ~1,000 retained jobs). Most recent status (Oakland County Times, Jun 11, 2025): GM repurposed the plant — Orion will instead build gas-powered full-size SUVs and light-duty pickups beginning 2027, with EV truck production shifted to Factory ZERO in Detroit-Hamtramck.",prompt1,1B-or-2000-jobs
74,2026-09-09T10:42:19Z,https://wacoeconomicdevelopment.com/about-us/news/graphic-packaging-international-to-build-manufacturing-facility-in-waco-texas-invest-usd1-billion-in-community,https://www.packagingdive.com/news/graphic-packaging-international-q3-2025-earnings-waco-east-angus/804589/,,"Graphic Packaging International announced in early 2023 a ~$1B greenfield coated recycled paperboard (CRB) mill on a 119-acre campus in Waco, McLennan County, Texas (640,000 sq ft, ~230 direct jobs; clears the floor on capital). Most recent status (Packaging Dive, Nov 4, 2025): the mill began operating ahead of schedule, producing its first commercially saleable rolls in October 2025, with full production expected within 12-18 months.",prompt1,1B-or-2000-jobs
75,2026-09-09T10:44:20Z,https://www.tn.gov/ecd/news/2021/4/16/governor-lee--commissioner-rolfe-announce-general-motors-and-lg-energy-solution-to-invest--2-3-billion-to-build-ultium-cells-manufacturing-plant-in-spring-hill.html,https://www.electrive.com/2026/03/20/ultium-cells-to-produce-lfp-battery-cells-for-stationary-storage-in-spring-hill/,,"GM and LG Energy Solution (JV Ultium Cells LLC) announced on Apr 16, 2021 a >$2.3B lithium-ion EV battery cell plant in Spring Hill, Maury County, Tennessee (~2.8M sq ft, ~1,300 direct jobs) - their 2nd U.S. Ultium plant and a distinct site from the Lordstown, Ohio JV plant. Most recent status (electrive, Mar 20, 2026): the plant has operated since 2024 producing NMCA cells and is being retrofitted (~$70M) to also make LFP cells for stationary energy storage.",prompt1,1B-or-2000-jobs
76,2026-09-09T10:48:20Z,https://tnecd.com/news/governor-lee-commissioner-mcwhorter-announce-lg-chem-to-invest-more-than-3-billion-to-establish-manufacturing-operations-in-clarksville/,https://www.kedglobal.com/batteries/newsView/ked202312200013,https://www.lgcorp.com/media/release/25594,"LG Chem announced on Nov 21, 2022 a ~$3.2B battery cathode (NCMA) manufacturing plant in Clarksville, Montgomery County, Tennessee (~860 direct jobs), its first US cathode facility. Most recent status: groundbreaking held Dec 2023; as of the latest reporting (late 2023/early 2024) construction was underway with mass production targeted for 2026 — no newer credible update found.",prompt1,1B-or-2000-jobs
77,2026-09-09T10:50:28Z,https://esd.ny.gov/esd-media-center/press-releases/governor-hochul-announces-regeneron-invest-more-2-billion-saratoga,https://www.fiercepharma.com/manufacturing/regeneron-pours-2b-saratoga-springs-plant-acquired-recent-onshoring-push,https://investor.regeneron.com/news-releases/news-release-details/regeneron-announces-new-investment-manufacturing-its-industry,"Regeneron announced on Nov 21, 2025 a ~$2B biologics drug-manufacturing plant at the former Quad Graphics site (56 Duplainville Road, ~1.1M sq ft) in Saratoga Springs, Saratoga County, New York (~1,000 direct jobs), roughly doubling its NY manufacturing capacity. Most recent status: just announced/planned as of late Nov 2025; the site was acquired and selected for a federal FDA fast-track pilot; construction not yet begun.",prompt1,1B-or-2000-jobs
78,2026-09-09T10:51:31Z,https://www.opportunitylouisiana.gov/news/shintech-announces-1-3-billion-expansion-for-plastics-facilities,https://cen.acs.org/business/petrochemicals/Shintech-invest-34-billion-US/104/web/2026/03,,"Shintech (Shin-Etsu) announced on Jan 26, 2021 a ~$1.25B major expansion of its Plaquemine PVC/chlor-alkali/vinyl chloride monomer plant in Iberville Parish, Louisiana (part of a $1.3B package including Addis). Most recent status: independent trade reporting in March 2026 states this ~$1.25B expansion was completed/wrapped up in 2024 (producing). Distinct from Shintech's separate, later ~$3.4B Plaquemine expansion announced March 2026.",prompt1,1B-or-2000-jobs
