id,datetime,source_collected_id,project,sector,state,announced,promised_capital_usd,promised_jobs,promised_first_output,actual_first_output,current_status,lag_years,slip_years,verification_tier,notes,promise_source,status_source,flag,promised_date_source,announced_dt,promised_first_output_dt,actual_first_output_dt,announced_raw,promised_first_output_raw,actual_first_output_raw,actual_date_source,country,criteria_id
52,2026-09-10T05:09:49Z,52,Redwood Materials Carolina Campus,Battery,SC,2022-12,3500000000,1500,2023,2025,PRODUCING; first SC operations online (critical-materials recovery),2.5,2.0,P,"Anode/cathode battery components plus recycling on a 600-acre campus at Camp Hall Commerce Park, Ridgeville, Berkeley County, SC. Nov 6, 2025 release: first facility now online, adding an initial 20,000 metric tons of annual materials production.",https://governor.sc.gov/news/2022-12/redwood-materials-establishing-operations-berkeley-county-largest-economic-development,https://www.redwoodmaterials.com/news/redwood-begins-critical-materials-recovery-in-south-carolina/,"status_source returned HTTP 403 to WebFetch; read via curl browser user-agent (HTTP 200). status_source is a release dated 2025-11-06 announcing operations have begun; it dates first output only as 'now' (late 2025), giving no exact production-start day.",,2022-12-15,2023-07-01,2025-07-01,"December 14, 2022",Operations will begin in 2023.,"operations have begun, with the first facility now recovering critical minerals",,US,1B-or-2000-jobs
53,2026-09-10T05:11:16Z,53,Novelis Bay Minette Aluminum Mill,Other,AL,2022-05,2500000000,1000,2025,pending,"UNDER CONSTRUCTION; cold-mill commissioning began Mar 2026, full commissioning expected before end-2026; not yet producing",-1.0,-1.0,P,"600 kilotonnes/yr finished aluminum; billed as first fully integrated aluminum mill built in U.S. in 40 years, at the South Alabama Mega Site, Bay Minette, Baldwin County. Initial budget $2.5B later grown to ~$5B per Construction Dive (Aug 2026 status) -- cost re-estimate on the same project, not summed. Promised timeline framed as commissioning mid-2025; has since slipped to full commissioning before end-2026.",https://investors.novelis.com/news-events/press-releases/detail/56/novelistobuild-2-5-billion-low-carbon-aluminum-recycling-and-rolling-plant,https://www.constructiondive.com/news/fluor-alabama-plant-construction-novelis/829026/,"Other used; candidate new sector: Aluminum (non-ferrous metals) -- aluminum recycling/rolling mill fits no closed sector string. Promised date is stated as commissioning mid-2025, not an explicit first-output date; jobs (1,000) below 2,000 floor but capital clears the $1B floor.",https://www.madeinalabama.com/2022/05/novelis-plans-2-5-billion-alabama-aluminum-plant-with-1000-jobs/,2022-05-15,2025-07-01,,Novelis to Build $2.5 Billion Low-Carbon Aluminum Recycling and Rolling Plant,Site work is under way now and the company expects to begin commissioning in mid-2025.,Construction remains on track to wrap later this year and expects to begin commissioning before the end of 2026.,,US,1B-or-2000-jobs
54,2026-09-10T05:13:30Z,54,AstraZeneca Rivanna Futures API Plant (Albemarle County),Pharmaceuticals,VA,2025-07,4000000000,500,2030,pending,UNDER CONSTRUCTION; broke ground Oct 2025,-1.0,-1.0,P,"Drug-substance/API plant at Rivanna Futures, Albemarle County, VA producing for AZ's weight management/metabolic portfolio (oral GLP-1, baxdrostat, oral PCSK9) and ADC cancer portfolio. Cornerstone of AZ's $50B US-by-2030 plan. Original July 2025 announcement: ~$4B and ~500 direct jobs (no construction timeline disclosed then). On Oct 9, 2025 AZ increased the investment by $500m to $4.5B and added 100 direct jobs (to 600) plus 3,000 construction jobs; the 3,600 figure cited by the state/AZ is direct+indirect. Later $4.5B/600-job figures are re-announcements per rule 4; construction jobs excluded from promised_jobs.",https://virginiamercury.com/2025/07/22/astrazeneca-to-build-its-largest-ever-manufacturing-facility-in-virginia-creating-hundreds-of-jobs/ https://www.astrazeneca.com/media-centre/press-releases/2025/astrazeneca-plans-to-increase-investment-and-scope-of-its-virginia-manufacturing-facility-to-dollar45-billion-creating-3600-new-jobs.html,https://www.fiercepharma.com/manufacturing/astrazeneca-begins-construction-45b-api-plant-virginia,"All three sources 403'd WebFetch; read via curl browser UA over HTTP/1.1 (ladder step 2). Capital/jobs anchored to the original July 2025 announcement ($4B, ~500 direct jobs per Fierce and the AZ release stating +$500m/+100 jobs on Oct 9, 2025), not the Oct 9 expansion to $4.5B/600 direct; lead summary's ~$3.5B is not stated by any readable source. promised_first_output is a relative 'four to five years' from the Oct 9, 2025 groundbreaking (~2029-2030); token set to 2030; July announcement disclosed no timeline.",https://www.astrazeneca.com/media-centre/press-releases/2025/astrazeneca-plans-to-increase-investment-and-scope-of-its-virginia-manufacturing-facility-to-dollar45-billion-creating-3600-new-jobs.html,2025-07-15,2030-07-01,,This is part of the historic $50 billion investment announced in July 2025.,Work will start immediately with the facility expected to be operational in the next four to five years.,"AstraZeneca has broken ground on a $4.5 billion manufacturing facility near Charlottesville, Virginia",,US,1B-or-2000-jobs
55,2026-09-10T05:14:52Z,55,Methanex Geismar 3 (G3),Chemicals and Plastics,LA,2019-07,1300000000,62,2022 (second half),2024-07,PRODUCING; restarted May 2025 after Feb 2025 outage,5.0,1.8,P,"Methanol plant (1.8 MMT/yr) adjacent to Geismar 1 and 2 in Ascension Parish, LA. Construction paused in 2020, restarted Oct 2021. Commercial production initially delayed Feb 2024 due to autothermal reformer complications; first methanol produced late July 2024. Unplanned outage late Feb 2025, successfully restarted May 2025. Capital cited as a $1.3-1.4B range; the initial (lower) figure is recorded.",https://www.opportunitylouisiana.gov/news/methanex-announces-investment-in-third-louisiana-methanol-plant,https://www.methanex.com/news/release/methanex-announces-the-successful-restart-of-geismar-3-2/,status_source (May 1 2025 restart release) proves G3 is producing but does not date first output; first-output date taken from Methanex Q2 2024 release (July 30 2024) cited in actual_date_source. promised_capital reported as a $1.3-1.4B range; recorded the initial lower figure.,,2019-07-15,2022-10-01,2024-07-15,"July 19, 2019 • News Release","Methanex anticipates beginning construction of the third Geismar methanol plant in the second half of 2019, with operations beginning in the second half of 2022.",First methanol was successfully produced in late July and the plant is in the process of ramping up to full rates.,https://www.methanex.com/news/release/geismar-3-g3-produces-first-methanol-and-methanex-reports-higher-second-quarter-2024-earnings/,US,1B-or-2000-jobs
56,2026-09-10T05:16:24Z,56,Maxeon Solar Albuquerque (Mesa del Sol),Solar,NM,2023-08,1000000000,1800,2025,never,"CANCELLED; lease abandoned Feb 2026, facility never built",-2.0,-2.0,P,"Initial Aug 2023 announcement cited over $1 billion; status source later cites a $1.9-billion facility (re-announcement, not summed). Maxeon applied for judicial management/restructuring in Singapore court (Form 6-K); pivoted to contracting third-party manufacturers using its back-contact cells.","https://mediaroom.maxeon.com/2023-08-10-Maxeon-Solar-Technologies-Selects-Albuquerque,-New-Mexico-as-Site-for-New-3-Gigawatt-Solar-Cell-and-Panel-Manufacturing-Facility",https://pv-magazine-usa.com/2026/04/06/maxeon-filing-reveals-the-company-has-applied-for-restructuring-in-singapore-court/,"status_source 403s to WebFetch; read via curl browser UA over HTTP/1.1. Initial-announcement capital $1B used per re-announcement rule; later ~$1.9B is a re-announcement. Project cancelled (exit c): lease abandoned Feb 2026, facility never built, so actual_first_output=never.",https://www.governor.state.nm.us/2023/08/10/gov-michelle-lujan-grisham-announces-a-billion-dollar-solar-manufacturing-project-in-new-mexico/,2023-08-15,2025-07-01,,"Maxeon Solar Technologies ... announced it has chosen Albuquerque, New Mexico, as the location for its first U.S. manufacturing expansion (press release dated August 10, 2023)",with factory ramp-up to commence in 2025,"In February 2026, Maxeon announced it had abandoned the lease on its Albuquerque, New Mexico facility and would instead continue its practice of contracting with third-party manufacturers",,US,1B-or-2000-jobs
57,2026-09-10T05:18:04Z,57,Gotion Battery Component Manufacturing Facility Big Rapids,Battery,MI,2022-10,2360000000,2350,n/a,never,CANCELLED; never built - Michigan declared Gotion in default in late 2025 and demanded repayment of its land grant; grant-repayment and township litigation ongoing,-2.0,-2.0,P,"Announced $2.36B, up to 2,350 direct jobs; multi-phase project on ~260 acres with two 550,000 sq ft production plants (150,000 tons/yr cathode; 50,000 tons/yr anode). Project halted after local opposition blocked permits; Michigan gave Gotion nearly $24M ($23.7M) to buy land in Green Charter Township and, after declaring breach in late 2025, demanded repayment in Jan 2026; land reported 'rendered undevelopable and useless to Gotion.'",https://www.michigan.gov/whitmer/news/press-releases/2022/10/05/whitmer-announces-new-battery-component-manufacturing-facility-in-big-rapids,https://www.michiganpublic.org/politics-government/2026-02-13/chinese-company-says-it-wont-pay-back-state-grant-after-plans-for-battery-plant-fail,"promise_source 403'd to WebFetch; read via curl browser UA (HTTP 200). No promised production-start date stated in either source (promised_first_output=n/a). Clawback figure differs from lead summary: status source states ~$23.7M land grant repayment, not the ~$175M in the lead summary.",,2022-10-15,,,"FOR IMMEDIATE RELEASE October 5, 2022 ... Gov. Whitmer Announces New Battery Component Manufacturing Facility in Big Rapids, Creating 2,350 Jobs and an Investment of More than $2.3 billion","Once completed, the facility in Big Rapids is expected to produce 150,000 tons of cathode material per year",The project came to a halt (Michigan Public headline: 'Chinese company says it won't pay back state grant after plans for battery plant fail') - the facility was never built and never produced output.,,US,1B-or-2000-jobs
58,2026-09-10T05:19:12Z,58,Merck Biologics Center of Excellence Wilmington (CRISP),Pharmaceuticals,DE,2025-04,1000000000,500,2030,pending,UNDER CONSTRUCTION,-1.0,-1.0,P,"470,000-sq-ft biologics 'Center of Excellence' at Chestnut Run Innovation & Science Park (CRISP), Wilmington; makes next-generation biologics/antibody-drug conjugates (ADCs) and future U.S. home for KEYTRUDA. Lab component expected fully operational by 2028; production of investigational compounds by 2030. Potential expansion could add ~1,500 more full-time roles.",https://www.merck.com/news/merck-breaks-ground-on-new-1-billion-biologics-center-of-excellence-in-wilmington-delaware/,https://www.pharmaceutical-technology.com/projects/merck-wilmington-biotech-facility-delaware-usa/,,,2025-04-15,2030-07-01,,Construction of the $1bn facility commenced in April 2025.,production of investigational compounds anticipated to start by 2030,Construction of the $1bn facility commenced in April 2025.,,US,1B-or-2000-jobs
59,2026-09-10T05:21:19Z,59,Tesla Gigafactory Texas,Auto Assembly,TX,2020-07,1000000000,5000,n/a,2021 (second half),"OPERATIONAL; producing Model Y and Cybertruck; year-end 2025 workforce 16,506, down ~22% from 2024",1.2,-3.0,P,"Q2 2020 earnings-call announcement (Jul 22, 2020). Site to build Cybertruck, Semi, Model 3 and Model Y (CNBC). Initial promise 'over $1 billion' and 'at least 5,000 new jobs' per Texas governor's release; investment later exceeded $6.3B (TechCrunch, Apr 2026). Model Y builds began late 2021; first customer deliveries at the Apr 7, 2022 'Cyber Rodeo' opening.",https://www.cnbc.com/2020/07/22/tesla-will-build-its-next-gigafactory-near-austin-texas.html https://gov.texas.gov/news/post/governor-abbott-welcomes-tesla-to-texas,https://techcrunch.com/2026/04/03/teslas-texas-factory-workforce-reportedly-shrunk-22-in-2025/,"promise_source (CNBC) 403'd WebFetch; read via curl browser UA (ladder step 2). CNBC states neither capital nor jobs; promised_capital_usd ('over $1 billion') and promised_jobs ('at least 5,000') taken from the Texas governor's release (the lead's promised_date_source). No lead source states a promised first-output date, so promised_first_output=n/a. status_source dates the 2022 opening but not first output; actual_first_output (late 2021) cited from Tesla's Q4-2021 statement via electrek.co in actual_date_source.",,2020-07-15,,2021-10-01,"Tesla will build its newest Gigafactory near Austin, Texas, Chief Executive Elon Musk announced during the company's earnings call on Wednesday.",unconfirmed,Builds of Model Ys started in late 2021 at Gigafactory Texas.,https://electrek.co/2022/01/26/tesla-confirms-model-y-production-started-gigafactory-texas-working-final-certification/,US,1B-or-2000-jobs
60,2026-09-10T05:23:34Z,60,SkyWater Indiana Semiconductor Fab (Purdue Discovery Park District),Semiconductors,IN,2022-07,1800000000,750,n/a,never,"CANCELLED; SkyWater released its land option, will not build (Apr 2024)",-2.0,-2.0,P,"Facility was contingent on CHIPS Act federal funding, which SkyWater ultimately did not receive; ~$70M in Indiana incentives went unclaimed. Never constructed or produced. No source states a promised first-output date; the announcements only tie jobs to 'within five years after it opens'.",https://www.businesswire.com/news/home/20220720005657/en/SkyWater-Plans-to-Build-Advanced-%241.8B-Semiconductor-Manufacturing-Facility-in-Partnership-with-the-State-of-Indiana-and-Purdue-University,https://www.ibj.com/articles/chip-maker-skywater-cancels-plans-for-indiana-plant-at-least-for-now,"promise_source (Business Wire) returned HTTP 403 to WebFetch and curl; read via https://web.archive.org/web/2022id_/https://www.businesswire.com/news/home/20220720005657/en/... snapshot; original still 403s. No source states a promised first-output date, so promised_first_output left as n/a; project cancelled and never produced (actual_first_output=never).",https://www.purdue.edu/newsroom/2022/Q3/skywater-technology-chooses-discovery-park-district-at-purdue-for-1-8b-semiconductor-fabrication-facility-to-create-750-jobs-in-5-years,2022-07-15,,,"SkyWater Technology (NASDAQ: SKYT), the trusted technology realization partner, today announced its plans to build a $1.8 billion U.S. semiconductor R&D and production facility in Indiana (Business Wire release dated 2022-07-20).",which expects to create 750 new direct jobs within five years after it opens,"SkyWater has released its option on the land but remain a valued partner with research opportunities in the works, according to a Purdue University spokesman.",,US,1B-or-2000-jobs
61,2026-09-10T05:26:09Z,61,GlobalWafers America 300mm Silicon Wafer Fab (Sherman),Semiconductors,TX,2022-06,5000000000,1500,2025,unconfirmed,RAMPING (low volume); grand opening 2025-05-15,-4.0,-4.0,P,"Silicon wafers are the starting material for semiconductor fabs. UPI states the $5B investment figure; commerce.gov release says only 'billions.' Groundbreaking Dec 1-2, 2022. Later ~$4B additional US investment / further phases announced around the 2025-05 opening are re-announcements/expansions (per re-announcement rule) and are NOT summed into promised_capital_usd. GlobalWafers awarded up to ~$406M CHIPS Act direct funding across Sherman TX and St. Peters MO fabs.",https://www.commerce.gov/news/press-releases/2022/06/globalwafers-selects-sherman-texas-new-semiconductor-silicon-wafer-site https://www.upi.com/Top_News/US/2022/06/27/texas-taiwan-based-GlobalWafers-to-build-plant-Sherman-silicon-wafers-Intel-chip-shortage/6561656355528/,https://www.kxii.com/2025/05/15/globalwafers-opens-first-us-advanced-silicon-wafer-facility-sherman/,"commerce.gov and upi.com returned 403 to WebFetch; read via curl with a browser user agent (HTTP 200). Status source (KXII, 2025-05-15) shows grand opening and plant 'up and running'/ramping but does not date first wafer output (opening is not production). Searched for a dated actual-first-output source: datacenterdynamics.com (2025-05-16) says phase one is 'completed and ready for production' (not confirmed shipping) and semimedia.cc cites only a *promised* Q4 2024 target, not actual output; no source found dating actual first output, so actual_first_output left unconfirmed.",https://www.upi.com/Top_News/US/2022/06/27/texas-taiwan-based-GlobalWafers-to-build-plant-Sherman-silicon-wafers-Intel-chip-shortage/6561656355528/,2022-06-15,2025-07-01,,"FOR IMMEDIATE RELEASE Monday, June 27, 2022 ... GlobalWafers, announced today that it plans to build a state-of-the-art 300-millimeter silicon wafer factory in Sherman, Texas","Production from the first fab is anticipated as early as 2025, according to the Company.",unconfirmed,,US,1B-or-2000-jobs
62,2026-09-10T05:27:19Z,62,Air Products Louisiana Clean Energy Complex (LCEC),Chemicals and Plastics,LA,2021-10,4500000000,170,2026,never,CANCELLED,-2.0,-2.0,P,"Blue hydrogen (>750 MMSCFD) with carbon capture; balance made into blue ammonia, in Ascension Parish, LA. Capital cleared the $1B floor; 170 direct/permanent jobs (plus >2,000 construction jobs, which do not count). Costs later escalated toward ~$9B and in-service slipped from 2026 to 2028-2029 before cancellation. Air Products recorded pre-tax charges not expected to exceed $2.9B (~$2.2B after-tax) in its fiscal 2026 third quarter, primarily to write down assets and terminate contractual commitments related to the LCEC decision; cancellation based on expected financial returns not meeting return criteria.",https://www.opportunitylouisiana.gov/news/air-products-announces-4-5-billion-blue-hydrogen-clean-energy-complex,https://www.sec.gov/Archives/edgar/data/0000002969/000119312526289427/d97956dex991.htm,"promised_date_source (airproducts.com) 403s to WebFetch; read via curl with a browser user agent over HTTP/1.1 (step 2 of the fetch ladder), HTTP 200. Promised jobs (170) are below the 2,000 floor, but promised_capital_usd ($4.5B) clears the $1B floor.",https://www.airproducts.com/company/news-center/2021/10/1014-air-products-blue-hydrogen-clean-energy-complex-in-louisiana,2021-10-15,2026-07-01,,"10/14/2021 | Baton Rouge, LA Louisiana Governor Edwards and Air Products Announce Landmark U.S. $4.5 Billion Blue Hydrogen Clean Energy Complex",The megaproject is expected to be operational in 2026.,Air Products (NYSE:APD) today announced it will not proceed with the Louisiana Clean Energy Complex (LCEC) project.,,US,1B-or-2000-jobs
63,2026-09-10T05:30:13Z,63,ArcelorMittal Calvert NOES Electrical Steel Facility,Steel,AL,2025-02,1200000000,200,2027,pending,"UNDER CONSTRUCTION; process-equipment manufacturing commenced, production targeted 2H 2027",-1.0,-1.0,P,"Initial announcement figure is $1.2B gross. Per ArcelorMittal FY2025 (year ended 2025-12-31) SEC filing, estimated net capital expenditure increased to $1.3B (previously $0.9B), net of $0.3B of planned federal/state/local support, due to tariffs, added work and higher labor/prices; NOES capacity revised to ~155kt/yr. The supporting 1.5Mt Calvert EAF produced its first slabs in June 2025 and is ramping (that EAF is a separate, already-running unit, not the NOES facility's first output).",https://governor.alabama.gov/newsroom/2025/02/governor-ivey-announces-that-arcelormittal-plans-1-2-billion-alabama-mill-to-produce-electrical-steel/,https://www.sec.gov/Archives/edgar/data/1243429/000124342926000020/mt-20251231.htm,"promised_date_source (corporate.arcelormittal.com) unreadable: WebFetch 403, curl direct 404, Wayback 429 rate-limited; promised/actual dates instead sourced from governor.alabama.gov (promise) and the SEC 10-K status source. SEC filing read via curl with declared UA. promised_jobs (>200 direct) is below the 2,000 floor, but promised_capital $1.2B clears the $1B floor.",,2025-02-15,2027-07-01,,"Governor Kay Ivey on Wednesday announced that ArcelorMittal, one of the world's leading steel producers, will invest $1.2 billion to build an advanced manufacturing facility in Mobile County to produce a specialty electrical steel (press release dated 2025-02-06)","Construction on the new facility is set to begin in the second half of 2025, with production anticipated to commence in 2027.",The plant is anticipated to commence production in the second half of 2027.,,US,1B-or-2000-jobs
64,2026-09-10T05:32:04Z,64,Aluminum Dynamics Columbus Aluminum Flat-Rolled Mill,Other,MS,2022-11,1900000000,700,2025,2025-06,"PRODUCING; ramp (two of three cold mills operational, third commissioning)",2.6,0.0,P,"650,000 metric tons/yr finished capacity. Q2 2026: 53,000 metric tons of flat-rolled shipments, 84,000 metric tons hot band; automotive qualifications achieved, automotive sales expected before end of 2026. Later cost figures cited above the original $1.9B announcement (areadevelopment $2.5B; ~$2.7B reported later) are treated as re-announcements, not summed.",https://ir.steeldynamics.com/steel-dynamics-announces-planned-state-of-the-art-aluminum-flat-rolled-mill-site-selection/,https://ir.steeldynamics.com/steel-dynamics-reports-second-quarter-2026-results/,"Other used; candidate new sector: Aluminum / Non-ferrous metals (aluminum flat-rolled mill, not steel). Source discrepancies: promise_source (SDI IR) gives $1.9B and 700 direct jobs; promised_date_source (areadevelopment) gives $2.5B and 1,000 jobs and dates the item Nov 7 2022 vs the IR release's Nov 2 2022 announcement. Used the original IR figures ($1.9B, 700 jobs). actual_first_output dated from a third source (aluminummarketupdate, June 2025 first coil) because status_source proves shipping but does not date first output.",https://www.areadevelopment.com/newsitems/11-7-2022/steel-dynamics-columbus-mississippi.shtml,2022-11-15,2025-07-01,2025-06-15,"Steel Dynamics press release dated November 2, 2022: 'Steel Dynamics Announces Planned State-of-the-Art Aluminum Flat Rolled Mill Site Selection' (Columbus, Mississippi)",mid-2025,Aluminum Dynamics Inc. (ADI) shipped its first aluminum flat-rolled coils from its Mississippi mill in June,https://www.aluminummarketupdate.crugroup.com/global-trade/aluminum-dynamics-ships-first-coil-from-mississippi-mill/,US,1B-or-2000-jobs
65,2026-09-10T05:33:54Z,65,BlueOval Battery Park Michigan,Battery,MI,2023-02,3500000000,2500,2026,pending,PILOT PRODUCTION; first market-ready LFP cells expected later in 2026,-1.0,-1.0,P,"Greenfield LFP EV battery cell-and-pack plant on the Marshall Megasite, Calhoun County. Original announcement: more than $3.5B, 2,500 jobs, ~35 GWh annual capacity. Per June 2026 status source, Ford plans 800 workers by end of 2026, eventually 1,700, with cells produced under a CATL technology license.",https://www.michiganbusiness.org/press-releases/2023/02/marshall-ford-investment/,https://www.electrive.com/2026/06/18/ford-to-produce-first-lfp-cells-this-year-thanks-to-catl/,promised_date_source (detroitnews.com) returns HTTP 402 to WebFetch and a curl redirect loop; read via web.archive.org 2023 snapshot (https://web.archive.org/web/2023id_/https://www.detroitnews.com/story/business/autos/ford/2023/02/13/ford-details-3-5-billion-ev-battery-plant-to-be-built-in-marshall/69898581007/).,https://www.detroitnews.com/story/business/autos/ford/2023/02/13/ford-details-3-5-billion-ev-battery-plant-to-be-built-in-marshall/69898581007/,2023-02-15,2026-07-01,,"Monday, February 13, 2023","The venture, slated to come online in 2026, will initially create 2,500 jobs.",the plant has begun pilot production. These prototype cells are currently undergoing rigorous testing ... The plant is then expected to deliver its first regular batch of battery cells for Ford electric vehicles later in 2026,,US,1B-or-2000-jobs
66,2026-09-10T05:35:32Z,66,"First Solar Lawrence County (Trinity, Alabama)",Solar,AL,2022-11,1100000000,700,2025,unconfirmed,INAUGURATED Sep 2024; production start not dated in sources,-4.0,-4.0,P,"3.5 GW/yr nameplate PV thin-film module capacity at Mallard Fox West Industrial Complex, Trinity. Status source (Sept 26, 2024 inauguration) cites 'over 800' jobs vs the announcement's 'over 700'; promised_jobs uses the original announcement figure. Distinct from First Solar's separately-announced Iberia Parish, Louisiana plant.",https://governor.alabama.gov/newsroom/2022/11/governor-ivey-announces-first-solar-to-open-1-1-billion-alabama-facility-creating-over-700-clean-energy-manufacturing-jobs-in-lawrence-county/,https://www.madeinalabama.com/2024/09/first-solar-inaugurates-1-1-billion-alabama-manufacturing-facility/,"status_source confirms the facility was inaugurated Sep 26, 2024 but does not state or date the start of module production; per the opening-is-not-production rule the sources do not establish first output, so actual_first_output left unconfirmed and the actual-date search was not triggered. Note discrepancy: plant was inaugurated in 2024, earlier than the announcement's 'expected to be commissioned in 2025'.",,2022-11-15,2025-07-01,,"Governor Ivey Announces First Solar to Open $1.1 Billion Alabama Facility, Creating Over 700 Clean Energy Manufacturing Jobs in Lawrence County (November 16, 2022)",The facility in Lawrence County's Mallard Fox West Industrial Complex is expected to be commissioned in 2025,unconfirmed,,US,1B-or-2000-jobs
67,2026-09-10T05:36:19Z,67,"Bristol Myers Squibb Generation Park Campus, Houston",Pharmaceuticals,TX,2026-08,2300000000,500,2030,pending,"ANNOUNCED; not yet under construction, early planning",-1.0,-1.0,P,"Modular, multi-modal ~600,000 sq ft campus producing small molecules, biologics and antibody-drug conjugates at Generation Park. ~500 direct permanent jobs plus ~2,000 construction/indirect jobs.",https://news.bms.com/news/corporate-financial/2026/Bristol-Myers-Squibb-Advances-U-S--Manufacturing-Investment-with-New-2-3-Billion-Campus-in-Houston-Texas/default.aspx,https://www.manufacturingdive.com/news/bristol-myers-squibb-invest-2b-manufacturing-campus-houston/828245/,,,2026-08-15,2030-07-01,,"August 10, 2026",between 2027–2030 as the facility is built and brought online,Construction is expected to happen between 2027 and 2030,,US,1B-or-2000-jobs
68,2026-09-10T05:37:10Z,68,Envision AESC Gigafactory Bowling Green,Battery,KY,2022-04,2000000000,2000,2027,pending,UNDER CONSTRUCTION; not yet producing,-1.0,-1.0,P,"30 GWh lithium-ion EV battery gigafactory at the Kentucky Transpark, Bowling Green, Warren County. Groundbreaking August 2022. As of June 2025 construction continuing and company reaffirmed the $2B / 2,000-job commitment.",https://newkentuckyhome.ky.gov/Newsroom/NewsPage/20220413_EnvisionAESC,https://bgdailynews.com/2025/06/09/news_aesc061025/,"promised_first_output token 2027 is read from the announcement's target of full annual production ('up to 300,000 vehicles annually by 2027'); the press release does not state an explicit first-output date.",,2022-04-15,2027-07-01,,"Announcement Date: April 13, 2022","up to 300,000 vehicles annually by 2027",Not yet operational. The facility remains under construction with infrastructure improvements ongoing.,,US,1B-or-2000-jobs
69,2026-09-10T05:39:37Z,69,Bosch Roseville Silicon Carbide Fab,Semiconductors,CA,2023-04,1900000000,700,2026,pending,"PRE-PRODUCTION; sample production underway, first commercial 200mm SiC production targeted 2026; more than 300 associates on site",-1.0,-1.0,P,"Site assets acquired from TSI Semiconductors (intention announced April 2023, acquisition closed August 2023). Converting Roseville into Bosch's largest SiC semiconductor production site. Capital figure reported as Bosch's own $1.9B investment, $2.1B total including $225M U.S. Dept. of Commerce CHIPS Program direct funding and a $25M California Competes Tax Credit. Lead summary notes an original ~$1.5B figure later scaled to ~$1.9-2B; the ~$1.5B original is not stated in these sources. Part of up to $7.5B Bosch plans to invest in U.S. operations through 2031.",https://www.abc10.com/article/news/local/bosch-investment-in-roseville-facility/103-16dd2627-147c-401e-ab1a-58b8eb0d79b5,https://us.bosch-press.com/pressportal/us/en/press-release-31424.html,"promise_source (abc10) 403s to WebFetch and curl; read via https://web.archive.org/web/2023/<URL> snapshot (article published 2024-12-13, reporting the scaled $1.9B/$2.1B re-announcement). promised_capital_usd is the scaled $1.9B figure; the lead's original ~$1.5B 2023 figure is not stated in either cited source. announced anchored to the April 2023 acquisition-intention announcement per re-announcement discipline. Only sample production has begun; first commercial output not yet produced, so actual_first_output=pending.",,2023-04-15,2026-07-01,,"In April 2023, Bosch announced its intention to acquire the assets of the existing wafer fab in Roseville.",Bosch also announced it has begun sample production in Roseville as the company intends to produce its first commercial production chips on 200-millimeter wafers based on the pioneering SiC Bosch technology in 2026.,Bosch intends to start U.S. based commercial manufacturing in 2026 – just three years after acquiring the Roseville site,,US,1B-or-2000-jobs
70,2026-09-10T05:41:46Z,70,Hyundai-SK Battery Manufacturing America (HSBMA) Bartow County,Battery,GA,2022-12,5000000000,3500,2025 (second half),2026-06,"PRODUCING; early-stage initial cell production, ramping up",3.5,0.7,P,"50/50 JV (Hyundai-SK Battery Manufacturing America, HSBMA); 35 GWh annual capacity, ~300,000 EVs/yr. First announced by Gov. Kemp Dec 8, 2022 (~$4-5B, 3,500+ jobs); JV formalized Apr 25, 2023 at ~$5B. Distinct from Hyundai Metaplant America assembly plant. Batteries designated for nearby Hyundai Metaplant.",https://www.hyundainews.com/releases/3711 ; https://gov.georgia.gov/press-releases/2022-12-08/gov-kemp-hyundai-motor-group-and-sk-build-ev-battery-facility-bartow ; https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.ajc.com/business/2026/07/sk-and-hyundai-open-new-5b-ev-battery-plant-northwest-of-atlanta/,"promise_source https://www.hyundainews.com/releases/3711 loaded only a JavaScript shell with no article text (fetch ladder step 5, confirmed via curl, 3283 bytes, no body content); read the same promise facts via the Dec 8 2022 Gov. Kemp release (gov.georgia.gov) and the Apr 25 2023 Hyundai newsroom release (hyundai.com). Capital stated as $4-5B at Dec 2022 announcement, finalized ~$5B Apr 2023.",https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,2022-12-15,2025-10-01,2026-06-15,"Gov. Kemp: Hyundai Motor Group and SK On To Build EV Battery Facility in Bartow County (press release dated December 8, 2022)",The new plant is expected to start manufacturing battery cells in the second half of 2025,"South Korean conglomerates SK On and Hyundai Motor Group last month began initial production at their joint $5 billion battery factory in Bartow County (article published July 14, 2026)",,US,1B-or-2000-jobs
